,image_name,path_to_image_dir,path_to_model,label_filename,path_to_label_dir,path_to_saved_model,image_size,scale,detection_boxes,detection_classes,raw_detection_scores,detection_multiclass_scores,raw_detection_boxes,detection_anchor_indices,detection_scores
100,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.07801299 0.68062174 0.10244957 0.7065519 ],2,[8.6205667e-01 5.6896250e-05 1.3788635e-01],[0.5305822  0.00078465 0.46863326],[0.01681269 0.61432904 0.0402868  0.6395888 ],51.0,0.46863326
101,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.00125759 0.540804   0.0172165  0.56716204],2,[9.9799675e-01 3.1110799e-06 2.0001568e-03],[0.5378175  0.00213672 0.4600458 ],[0.00844192 0.5687216  0.0335221  0.5941176 ],53.0,0.4600458
102,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.21135655 0.5962979  0.2318975  0.62055105],2,[1.1158814e-01 8.8797438e-01 4.3754693e-04],[0.55257004 0.00144467 0.44598532],[0.44544864 0.37756738 0.46484995 0.39650825],129.0,0.44598532
103,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.2571108  0.13617563 0.28173283 0.1631108 ],2,[6.0497320e-01 2.4340599e-04 3.9478335e-01],[0.5617911  0.00188489 0.436324  ],[0.2666731  0.17346118 0.28994322 0.19614191],45.0,0.436324
104,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.02478252 0.476583   0.04930279 0.5033548 ],2,[0.728646   0.00080348 0.27055055],[0.57384294 0.00513101 0.421026  ],[0.5911226 0.575549  0.6185949 0.6015023],4.0,0.421026
105,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.6431213 0.5511095 0.6662174 0.5782271],2,[0.515236   0.00801161 0.4767524 ],[6.0040140e-01 3.0859729e-04 3.9928997e-01],[5.0809700e-04 5.1612437e-01 1.4924926e-02 5.4054487e-01],150.0,0.39928997
106,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.2666731  0.17346118 0.28994322 0.19614191],2,[0.5617911  0.00188489 0.436324  ],[6.0497320e-01 2.4340599e-04 3.9478335e-01],[0.2571108  0.13617563 0.28173283 0.1631108 ],42.0,0.39478335
107,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.3609148 0.3640418 0.3759813 0.3797437],1,[0.60262173 0.00339669 0.3939815 ],[0.6050461  0.39412874 0.00082517],[0.6978728  0.7348142  0.72022086 0.7586877 ],59.0,0.39412874
108,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.87600774 0.8121364  0.9022173  0.83945215],2,[0.8328545  0.00087774 0.16626772],[0.6128038 0.0010628 0.3861334],[0.10458411 0.4333212  0.12378386 0.45512286],178.0,0.3861334
109,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.59403795 0.5023566  0.6143047  0.5235885 ],2,[0.6239103  0.00113952 0.37495008],[0.61415267 0.00081796 0.38502938],[0.8767524 0.8116126 0.9017788 0.8384849],77.0,0.38502938
110,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.6674719 0.7396711 0.6895937 0.7611389],2,[9.8772484e-01 3.8624195e-05 1.2236531e-02],[6.2439793e-01 5.9568160e-04 3.7500632e-01],[0.09225723 0.7858654  0.1198485  0.81572807],160.0,0.37500632
111,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.4515005  0.46076888 0.47246554 0.4891796 ],2,[0.17009637 0.8284538  0.00144984],[0.6213141  0.00421116 0.3744747 ],[0.49402133 0.40855643 0.5147656  0.4294642 ],34.0,0.3744747
112,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.06595681 0.7091239  0.08912327 0.7312406 ],2,[0.5305822  0.00078465 0.46863326],[0.6361332  0.00095804 0.36290872],[0.07801299 0.68062174 0.10244957 0.7065519 ],141.0,0.36290872
113,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.13287497 0.78171605 0.15569636 0.8051196 ],2,[6.5219939e-01 3.2715255e-04 3.4747347e-01],[0.6359096  0.00122339 0.362867  ],[0.35525364 0.75627375 0.37499994 0.77596986],156.0,0.362867
114,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.35525364 0.75627375 0.37499994 0.77596986],2,[0.5378175  0.00213672 0.4600458 ],[6.5219939e-01 3.2715255e-04 3.4747347e-01],[0.00125759 0.540804   0.0172165  0.56716204],52.0,0.34747347
115,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.1790453  0.63653356 0.2068386  0.66623026],2,[5.6264244e-02 9.4320357e-01 5.3215557e-04],[6.8072307e-01 3.8326986e-04 3.1889373e-01],[0.4823342  0.36379185 0.5069569  0.38671908],103.0,0.31889373
116,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.2433647  0.23514222 0.2657385  0.25936672],2,[0.81039125 0.0011698  0.18843889],[6.9948012e-01 2.0913627e-04 3.0031076e-01],[0.14152853 0.8469494  0.16327484 0.86843914],196.0,0.30031076
117,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.00950865 0.46301377 0.02964306 0.48613203],2,[0.81971025 0.00096298 0.1793268 ],[0.69874275 0.00855109 0.2927062 ],[0.14478397 0.6315845  0.17397001 0.6611029 ],27.0,0.2927062
118,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.05459427 0.5606654  0.07861098 0.5849164 ],2,[7.8998989e-01 1.9253802e-04 2.0981759e-01],[7.1437740e-01 4.2782127e-04 2.8519475e-01],[0.17531592 0.89778703 0.20281023 0.92695373],90.0,0.28519475
119,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.82845527 0.81439245 0.85199374 0.8401753 ],2,[6.0740709e-01 5.7824003e-04 3.9201462e-01],[0.7235991  0.00085456 0.27554637],[0.86230373 0.84985405 0.89092755 0.8813785 ],101.0,0.27554637
120,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.5911226 0.575549  0.6185949 0.6015023],2,[0.6050461  0.39412874 0.00082517],[0.728646   0.00080348 0.27055055],[0.3609148 0.3640418 0.3759813 0.3797437],43.0,0.27055055
121,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.3318137  0.23173016 0.35072297 0.2513739 ],2,[1.5377490e-01 3.9776016e-04 8.4582740e-01],[7.3077446e-01 4.8129199e-04 2.6874423e-01],[0.05661798 0.4766449  0.08516859 0.5034707 ],173.0,0.26874423
122,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.47939563 0.03397474 0.5021836  0.05952785],2,[8.91762018e-01 1.20008270e-04 1.08117975e-01],[7.4878526e-01 1.4389919e-04 2.5107089e-01],[0.39330086 0.7376978  0.41265693 0.7595081 ],64.0,0.2510709
123,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.11765603 0.5648059  0.14308599 0.59950036],2,[9.9508202e-01 8.4863575e-05 4.8332307e-03],[0.74945027 0.00075499 0.24979474],[0.         0.58728576 0.00642719 0.61308897],98.0,0.24979474
124,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.13613173 0.5436238  0.15927187 0.5676019 ],2,[7.4878526e-01 1.4389919e-04 2.5107089e-01],[7.7208602e-01 7.3589955e-04 2.2717811e-01],[0.47939563 0.03397474 0.5021836  0.05952785],153.0,0.22717811
125,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.10200063 0.69570565 0.12243829 0.71894145],2,[0.38133684 0.00399015 0.614673  ],[0.7885225  0.00132037 0.21015708],[0.5869612  0.475163   0.60930485 0.49758813],128.0,0.21015708
126,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.17531592 0.89778703 0.20281023 0.92695373],2,[9.1165906e-01 4.5874726e-04 8.7882206e-02],[7.8998989e-01 1.9253802e-04 2.0981759e-01],[0.11743064 0.5622559  0.14292248 0.59660655],57.0,0.20981759
127,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.36854953 0.38685727 0.3905102  0.4085614 ],1,[0.9323781  0.01233298 0.05528883],[0.7884943  0.20580263 0.00570309],[3.8782996e-04 4.6832910e-01 7.7556036e-03 4.8879007e-01],212.0,0.20580263
128,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.3931791  0.7402899  0.41234025 0.7647104 ],2,[4.2699048e-01 4.2384234e-04 5.7258570e-01],[8.0397040e-01 2.2922779e-04 1.9580032e-01],[0.575861   0.5258843  0.5953033  0.54583216],254.0,0.19580032
129,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.07949559 0.51899374 0.10313678 0.5424367 ],2,[0.8738463  0.00147643 0.12467727],[8.0414230e-01 4.1066081e-04 1.9544709e-01],[0.12657532 0.4186592  0.1484248  0.44245625],264.0,0.19544709
130,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.49578992 0.38523668 0.5161723  0.40492237],1,[0.0803442  0.9182796  0.00137619],[0.80334556 0.19538176 0.00127271],[0.39054623 0.40065363 0.41249093 0.4232066 ],139.0,0.19538176
131,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.14152853 0.8469494  0.16327484 0.86843914],2,[0.46734717 0.00297024 0.52968264],[0.81039125 0.0011698  0.18843889],[0.05047327 0.7425186  0.07472431 0.7686568 ],55.0,0.18843889
132,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.6207421  0.54822195 0.64208615 0.57173157],2,[0.28360373 0.7135551  0.00284116],[0.811801   0.0010295  0.18716946],[0.46458825 0.4250032  0.48607805 0.44652876],152.0,0.18716946
133,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.25782517 0.21721987 0.2771077  0.23702057],2,[0.9081037  0.00101623 0.09088016],[8.1320459e-01 2.6923022e-04 1.8652618e-01],[0.23364998 0.6659653  0.25756684 0.6909677 ],63.0,0.18652618
134,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.16661607 0.6627461  0.19134842 0.68823636],2,[9.6693772e-01 1.1188276e-04 3.2950412e-02],[0.8134758  0.00182228 0.18470198],[0.17200944 0.718425   0.19486746 0.7411539 ],104.0,0.18470198
135,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.09385885 0.5700524  0.12046441 0.5985874 ],2,[0.9252282  0.00100993 0.07376189],[8.1546026e-01 7.2985305e-04 1.8380983e-01],[0.21231374 0.70039254 0.23537624 0.7253116 ],28.0,0.18380983
136,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.14478397 0.6315845  0.17397001 0.6611029 ],2,[0.61415267 0.00081796 0.38502938],[0.81971025 0.00096298 0.1793268 ],[0.59403795 0.5023566  0.6143047  0.5235885 ],56.0,0.1793268
137,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.19563225 0.6563517  0.21785161 0.6803925 ],2,[9.1333658e-02 6.3271826e-04 9.0803361e-01],[8.2277447e-01 5.9419632e-04 1.7663132e-01],[0.06093126 0.5954826  0.08864902 0.6251569 ],140.0,0.17663132
138,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.2928841  0.26369938 0.31472105 0.28948292],2,[9.8754960e-01 1.9579353e-05 1.2430805e-02],[8.2955176e-01 4.9359206e-04 1.6995466e-01],[0.12495319 0.6855592  0.14991008 0.7124546 ],72.0,0.16995466
139,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.10458411 0.4333212  0.12378386 0.45512286],2,[9.5884293e-01 2.5920663e-05 4.1131072e-02],[0.8328545  0.00087774 0.16626772],[0.6794731 0.7731937 0.7039532 0.7987474],47.0,0.16626772
140,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.10079177 0.48374885 0.12232028 0.5064025 ],2,[6.8984735e-01 4.4645907e-04 3.0970621e-01],[8.5548770e-01 5.1160506e-04 1.4400066e-01],[0.66345495 0.7393084  0.6874574  0.7629859 ],25.0,0.14400066
141,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.01681269 0.61432904 0.0402868  0.6395888 ],2,[0.31579193 0.68143624 0.00277187],[8.6205667e-01 5.6896250e-05 1.3788635e-01],[0.08913404 0.44721946 0.1074615  0.46607098],39.0,0.13788635
142,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.32118392 0.2541398  0.34049636 0.2761614 ],2,[9.9120611e-01 4.5417496e-06 8.7893996e-03],[8.6386353e-01 1.2988375e-04 1.3600661e-01],[0.81549776 0.86049724 0.8370366  0.8793888 ],251.0,0.13600661
143,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.83935606 0.8387773  0.865546   0.867893  ],2,[0.23317917 0.00118063 0.7656402 ],[8.6716074e-01 5.6318246e-04 1.3227603e-01],[0.7964582 0.8037372 0.8241752 0.8325595],21.0,0.13227603
144,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.12657532 0.4186592  0.1484248  0.44245625],2,[9.5482200e-01 1.6935094e-04 4.5008574e-02],[0.8738463  0.00147643 0.12467727],[0.22747092 0.7428053  0.2495993  0.76692265],69.0,0.12467727
145,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.03140635 0.75629574 0.05330546 0.78099626],2,[9.9491936e-01 3.0781609e-06 5.0775590e-03],[0.87379587 0.00202225 0.12418184],[0.5359977  0.00110067 0.56169873 0.01807666],108.0,0.124181844
146,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.1545942  0.7066959  0.17748733 0.7299521 ],2,[7.1437740e-01 4.2782127e-04 2.8519475e-01],[0.87776345 0.00092807 0.12130854],[0.05459427 0.5606654  0.07861098 0.5849164 ],163.0,0.12130854
147,663 20m_100kV_20kX_0017,input/images/663 20m_100kV_20kX_0017.jpg,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/,label_map_multiclass.pbtxt,trained_models/annotations/label_map_multiclass.pbtxt,trained_models/my_faster_rcnn_resnet50_1024x1024_multiclass_steps6k/saved_model,"[4096, 4096]",1.7654,[0.12134349 0.72334987 0.1462772  0.746882  ],2,[0.38956565 0.606506   0.00392832],[8.84079337e-01 4.37846757e-04 1.15482755e-01],[0.4604575  0.3520732  0.48212016 0.3729759 ],110.0,0.115482755
